"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"23","1552789_at","SEC62","7095","SEC62 homolog, preprotein translocation factor",-1.91470213540363,4.61832531313301,-3.83290145358432,0.000679538776088713,0.0109507782319216,-0.412080809304021
"24","1552797_s_at","PROM2","150696","prominin 2",-0.0546114040534116,8.09575893141516,-0.0801090930133341,0.936736008720224,0.959642894136433,-6.19366479638018
"25","1552921_a_at","FIGNL1","63979","fidgetin like 1",-0.673826185080005,4.67677498721688,-0.919729943306145,0.365785406292332,0.488359340746036,-5.78284989727729
"26","1552978_a_at","SCAMP1","9522","secretory carrier membrane protein 1",-1.66573566305662,6.0830916810009,-2.77715304848151,0.0098027384789828,0.0400364476825824,-2.83806045819221
"27","1553062_at","MOGAT1","116255","monoacylglycerol O-acyltransferase 1",0.374210248649161,5.68098532209682,0.23717478879134,0.814295474704244,0.869455202033913,-6.16891200395682
"28","1553072_at","BNIPL","149428","BCL2 interacting protein like",-1.26536369482203,4.91220885115925,-1.98864114273521,0.056870235908615,0.121086310647131,-4.36573883118506
"29","1553077_at","SDR9C7","121214","short chain dehydrogenase/reductase family 9C member 7",-0.795372383595008,5.48609663936776,-1.05029283396009,0.302810446418647,0.423682632936381,-5.65953487744969
"30","1553081_at","WFDC12","128488","WAP four-disulfide core domain 12",1.02556677087748,7.0927246520623,0.96710091500743,0.342000136310735,0.463473586123414,-5.73986508433731
"31","1553101_a_at","ALKBH5","54890","alkB homolog 5, RNA demethylase",-0.456221213529398,6.87105040838071,-0.678542491294237,0.503150793476268,0.615246691465284,-5.96988192554391
"32","1553105_s_at","DSG2","1829","desmoglein 2",-1.29639528591398,5.9253878405484,-1.80938451126339,0.0814377051084986,0.158354581560242,-4.66306669684494
"33","1553113_s_at","CDK8","1024","cyclin dependent kinase 8",-1.04277723932163,5.37731835728635,-2.24184296364683,0.0333096599305111,0.0855468048317199,-3.91141604562873
"34","1553145_at","TAPT1-AS1","202020","TAPT1 antisense RNA 1 (head to head)",-0.34865553976039,5.84564336108097,-0.528270692747613,0.601588190888977,0.702572548007409,-6.05881024676015
"35","1553148_a_at","SNX13","23161","sorting nexin 13",-1.67542468074302,5.6718729122621,-2.85033085375653,0.00822451112858686,0.0361706084679083,-2.68123510644772
"36","1553211_at","ANKFN1","162282","ankyrin repeat and fibronectin type III domain containing 1",-1.52138842803921,4.54028863542845,-2.2700037966755,0.0313268426844342,0.082470038883239,-3.85857667461607
"37","1553269_at","ZNF718","255403","zinc finger protein 718",-0.147167206626887,3.34154321519009,-0.202763294687431,0.840826601475755,0.890993566773888,-6.17642654534522
"38","1553333_at","MAB21L3","126868","mab-21 like 3",-1.80649238376928,4.10494569060147,-2.51489020685612,0.0181053894649406,0.0579096921123403,-3.38127875206634
"39","1553394_a_at","TFAP2B","7021","transcription factor AP-2 beta",-1.08193036041309,5.31893060319195,-1.2318715918289,0.228523101196319,0.34387835692257,-5.46329487840714
"40","1553407_at","MACF1","23499","microtubule actin crosslinking factor 1",0.98748707108436,5.75985345155079,2.05759742048136,0.0493136383548375,0.109956612842013,-4.24584368255072
"41","1553454_at","RPTN","126638","repetin",-0.80373215481232,4.36966405463129,-0.66548127502061,0.511337488382991,0.622240359807915,-5.97846360923561
"42","1553575_at","ND6","4541","NADH dehydrogenase, subunit 6 (complex I)",0.701916266292853,8.92322390807937,0.976359295623726,0.337476134405828,0.458822000523718,-5.73122898731133
"43","1553589_a_at","PDZK1IP1","10158","PDZK1 interacting protein 1",2.42892106341377,7.93363288908537,2.85977340224387,0.00803927647546085,0.0358533249710208,-2.66084425608075
"44","1553602_at","MUCL1","118430","mucin like 1",-1.41463866393113,12.0694892292639,-1.43750139095018,0.161961891308635,0.265411234490174,-5.2078475099707
"45","1553613_s_at","FOXC1","2296","forkhead box C1",0.1834268475315,6.8523551593454,0.218889548114041,0.828367488088105,0.881680863033637,-6.17305083679026
"46","1553703_at","ZNF791","163049","zinc finger protein 791",0.503248806668397,8.43244749927866,0.893280369441447,0.379529555584727,0.501531851812775,-5.80597022760368
"47","1553749_at","FAM76B","143684","family with sequence similarity 76 member B",-1.15643824035848,4.67364015316566,-0.792246761435368,0.43506083894906,0.553594064495221,-5.88841066616737
"48","1553834_at","COL6A5","256076","collagen type VI alpha 5 chain",3.16164627623973,4.55412495211141,2.09617835620015,0.0454855923631493,0.104706402223257,-4.17748151034358
"49","1553906_s_at","FGD2","221472","FYVE, RhoGEF and PH domain containing 2",1.83717120431876,9.22937364101794,2.70693931054417,0.0115811774093554,0.0438554495891807,-2.98646691116466
"50","1553929_at","ACER1","125981","alkaline ceramidase 1",-0.877447932979105,6.34328993730295,-1.26187106569107,0.217690967862457,0.331929058251203,-5.42818163027082
"51","1553946_at","DCD","117159","dermcidin",-1.88598682541545,12.7104237047286,-1.20209912990211,0.239669011372052,0.356604865298121,-5.49739808339614
"52","1553954_at","ALG14","199857","ALG14 UDP-N-acetylglucosaminyltransferase subunit",-0.359894392547113,6.57515647235075,-0.594865398122249,0.556841892147483,0.663840818717065,-6.02205947764635
"53","1553955_at","PPP1R21","129285","protein phosphatase 1 regulatory subunit 21",-1.10114288126093,7.479003487538,-2.28929523982421,0.0300308614414877,0.0799765919275944,-3.82212565216142
"54","1553960_at","SNX21","90203","sorting nexin family member 21",-2.21957796740068,7.188885260954,-3.49560305261378,0.00163739233388837,0.0154085950226361,-1.21905241944103
"55","1553962_s_at","RHOB","388","ras homolog family member B",-1.73552003563028,5.2060347828675,-2.02611256589989,0.0526462627039652,0.114657922745596,-4.30095503155915
"56","1554018_at","GPNMB","10457","glycoprotein nmb",-3.27274798698339,6.01830049930673,-3.53291055576257,0.00148706093083824,0.0150160993344964,-1.13094719380157
"57","1554067_at","C12orf66","144577","chromosome 12 open reading frame 66",-0.583551358984018,5.85120142231065,-0.937054194905257,0.356963043015905,0.479687749579584,-5.76736367055395
"58","1554080_at","CNOT9","9125","CCR4-NOT transcription complex subunit 9",0.0226591327395109,4.26307114801284,0.0404335721869449,0.968042298625086,0.979499569561672,-6.1960427907962
"59","1554085_at","DDX51","317781","DEAD-box helicase 51",0.582097096976764,5.05302564868424,1.23171056215693,0.228582320285892,0.34387835692257,-5.46348133172869
"60","1554106_at","NBEAL1","65065","neurobeachin like 1",-1.08179090847153,6.70546944034683,-1.55696410825171,0.131019730910999,0.225936247082079,-5.04404146936893
"61","1554179_s_at","LYNX1","66004","Ly6/neurotoxin 1",0.247335735803291,8.16047723397099,0.376190121189192,0.709689021662093,0.788647593140251,-6.12666860775841
"62","1554195_a_at","C5orf46","389336","chromosome 5 open reading frame 46",-4.3130739504385,8.57993998910936,-3.13565899700913,0.00408291619778773,0.0244587046337783,-2.05070069165474
"63","1554240_a_at","ITGAL","3683","integrin subunit alpha L",2.76092836751053,4.87576528879177,3.26939409721217,0.00291785312123972,0.021025215919333,-1.74590723726568
"64","1554242_a_at","COCH","1690","cochlin",0.394538927902052,7.34146762876835,0.269571329997645,0.789521171655227,0.853115850434654,-6.16076805043511
"65","1554253_a_at","CERS3","204219","ceramide synthase 3",-0.542091727659264,7.74388605021592,-0.690707131942372,0.495592278230949,0.609402109067993,-5.96174454446925
"66","1554345_a_at","GIN1","54826","gypsy retrotransposon integrase 1",-1.43180177180279,4.31523071642747,-2.56294812398635,0.0162113586125845,0.0537254223665416,-3.28407693601473
"67","1554414_a_at","OSGIN2","734","oxidative stress induced growth inhibitor family member 2",-1.63452490104614,5.78362427342839,-2.56352258267443,0.0161898719465386,0.0536894898739912,-3.28290841142693
"68","1554417_s_at","APH1A","51107","aph-1 homolog A, gamma-secretase subunit",-0.704674536108603,6.19186553289744,-1.06391402192535,0.296706192467413,0.418337495375884,-5.64580088724025
"69","1554450_s_at","MIER3","166968","MIER family member 3",-1.81705714529737,5.51128668509431,-3.70608935483365,0.00094788360439727,0.0123806461590372,-0.718056801409334
"70","1554464_a_at","CRTAP","10491","cartilage associated protein",-1.68056726851924,7.8814287504916,-2.64142029502659,0.0135092230824351,0.0479525131793121,-3.12304054521547
"71","1554470_s_at","ZBTB44","29068","zinc finger and BTB domain containing 44",-1.29363391247803,5.27570010243075,-2.05853378245746,0.0492174511312191,0.1098828978041,-4.24419529317611
"72","1554479_a_at","CARD8","22900","caspase recruitment domain family member 8",-0.937636860040848,6.84606605676287,-1.12434989673018,0.270672956808398,0.390039033880772,-5.58291599490023
"73","1554519_at","CD80","941","CD80 molecule",2.11812736298037,3.94063713962528,2.75194744885518,0.0104093913208305,0.0412824829944805,-2.89157389652924
"74","1554547_at","FAM13C","220965","family with sequence similarity 13 member C",-3.21409043429584,5.99939351241312,-4.49142599049819,0.00011729207083542,0.00708258854387685,1.21043084648952
"75","1554574_a_at","CYB5R3","1727","cytochrome b5 reductase 3",-0.594544806328934,7.76492464192546,-0.908329312709572,0.37166891654957,0.494121775191362,-5.79289317952527
"76","1554593_s_at","SLC1A6","6511","solute carrier family 1 member 6",-1.89534434895042,4.91414590971509,-1.96901145655729,0.0591996439755812,0.124729742778961,-4.39932170534538
"77","1554595_at","SYMPK","8189","symplekin",1.642625586332,7.63707244826346,3.73027709819395,0.000889746823338635,0.0122227069777327,-0.659916090599027
"78","1554609_at","LOC100287896","100287896","uncharacterized LOC100287896",-1.16734284113455,4.09582079870026,-2.00094165591133,0.0554519270746325,0.119259426274099,-4.34457013059342
"79","1554648_a_at","DUOXA1","90527","dual oxidase maturation factor 1",1.31881096590101,6.6680109722539,1.30745025311916,0.201985747674246,0.312666682877192,-5.37340635668505
"80","1554678_s_at","HNRNPDL","9987","heterogeneous nuclear ribonucleoprotein D like",0.988376821883728,8.2218407971796,1.40672965530084,0.170812057447137,0.275880889453525,-5.24824220459488
"81","1554703_at","ARHGEF10","9639","Rho guanine nucleotide exchange factor 10",0.715886607162247,6.94589994678598,1.0421090105066,0.306520107813979,0.427405777761655,-5.66770826593895
"82","1554726_at","ZNF655","79027","zinc finger protein 655",0.00241956882040739,4.5947613897867,0.0032430315084353,0.997436068224335,0.998227684151497,-6.19685054994785
"83","1554878_a_at","ABCD3","5825","ATP binding cassette subfamily D member 3",-0.640386603086025,5.74813346895515,-0.68333447502137,0.50016563203029,0.613082733404808,-5.96669304248568
"84","1554899_s_at","FCER1G","2207","Fc fragment of IgE receptor Ig",-0.368218393515146,6.35704280471531,-0.590992325803999,0.559396796226234,0.666571566304069,-6.02431323331379
"85","1554921_a_at","SCEL","8796","sciellin",-3.0725723835185,7.51408117760527,-3.37105129154074,0.00225373720874556,0.0181305430317585,-1.51078233544989
"86","1554966_a_at","FILIP1L","11259","filamin A interacting protein 1 like",-0.854461524773361,7.53049462053712,-1.40443602686468,0.17148675526061,0.276628855050906,-5.251223085914
"87","1555019_at","CDHR1","92211","cadherin related family member 1",-0.614363236176716,4.85420155101977,-0.432240118213099,0.668968655524905,0.757909516659432,-6.10427535790806
"88","1555097_a_at","PTGFR","5737","prostaglandin F receptor",-4.75840584705781,6.12311226666018,-4.26447763049369,0.000215753919480563,0.00784646541423198,0.646507432534389
"89","1555125_at","PAXBP1","94104","PAX3 and PAX7 binding protein 1",-0.994899953654247,4.77028403605963,-1.61474680118109,0.11788827995089,0.209081745454391,-4.9609176032178
"90","1555137_a_at","FGD6","55785","FYVE, RhoGEF and PH domain containing 6",0.0679234313929999,5.33974779306014,0.104932344371447,0.91719816699291,0.947633665365063,-6.19138131580715
"91","1555167_s_at","NAMPT","10135","nicotinamide phosphoribosyltransferase",2.21883498650872,6.53326530833603,2.06000335868564,0.0490668248054902,0.109753021870906,-4.24160713735109
"92","1555173_at","STX19","415117","syntaxin 19",-1.00577744256932,5.72566591182829,-1.95813048410058,0.0605265398542394,0.126591021226283,-4.41783099113234
"93","1555193_a_at","ZNF277","11179","zinc finger protein 277",-1.1440075979844,4.77071501671111,-2.03454925740357,0.0517342920280769,0.113406244671717,-4.28624764145231
"94","1555270_a_at","WFS1","7466","wolframin ER transmembrane glycoprotein",-0.752991027656529,5.70870325146629,-1.19170398229724,0.243654516563591,0.360620123693295,-5.50912953862325
"95","1555274_a_at","SELENOI","85465","selenoprotein I",0.0305388168093845,5.96811005314519,0.0398121668507901,0.968533171081869,0.979600786031715,-6.19606758695658
"96","1555326_a_at","ADAM9","8754","ADAM metallopeptidase domain 9",-1.27753439975887,5.89996277789093,-1.81789765872362,0.0800919396472222,0.156340458042024,-4.64943146992883
"97","1555355_a_at","ETS1","2113","ETS proto-oncogene 1, transcription factor",1.14664889664591,5.48711320444702,1.81574566520286,0.0804303149409533,0.156879547007799,-4.65288292884006
"98","1555383_a_at","POF1B","79983","POF1B actin binding protein",-2.91444770295466,6.65424908932989,-2.48417299260431,0.0194210310688122,0.0603623410558482,-3.4428243945762
"99","1555480_a_at","FBLIM1","54751","filamin binding LIM protein 1",0.334179500317588,6.08064933693061,0.490116136126151,0.62797526629949,0.724332779148096,-6.07794339341992
"100","1555497_a_at","CYP4B1","1580","cytochrome P450 family 4 subfamily B member 1",0.941479418778862,6.60765636363508,0.85362697147768,0.400754445637394,0.522642316498121,-5.83944142289211
"101","1555501_s_at","RSRC1","51319","arginine and serine rich coiled-coil 1",-0.951622556616079,4.49658964851801,-1.83701313820208,0.0771395031492327,0.152130767671343,-4.61863473154246
"102","1555505_a_at","TYR","7299","tyrosinase",-0.434484264801501,5.54372186856408,-0.368325385573111,0.715476941739439,0.79275936081527,-6.12956514328137
"103","1555564_a_at","CFI","3426","complement factor I",-0.708704060497659,4.87912042469121,-1.14249723724694,0.263188063734398,0.382240309091939,-5.56341716136472
"104","1555600_s_at","APOL4","80832","apolipoprotein L4",0.0586851954125072,5.20124473642271,0.0829406252646627,0.934505101875235,0.958109362217898,-6.19343526319483
"105","1555613_a_at","ZAP70","7535","zeta chain of T cell receptor associated protein kinase 70",2.20346634390567,5.11962525379785,2.63050383846542,0.0138582013503138,0.0488474965834961,-3.14561096486737
"106","1555705_a_at","CMTM3","123920","CKLF like MARVEL transmembrane domain containing 3",-1.06848580006664,6.95810960391937,-2.05955125230984,0.0491131205540183,0.109759229098125,-4.24240350932364
"107","1555716_a_at","CXADR","1525","CXADR Ig-like cell adhesion molecule",0.226418879185835,5.17897889796809,0.368893851851784,0.715058004013031,0.792518693087614,-6.1293578108611
"108","1555735_a_at","BAP1","8314","BRCA1 associated protein 1",-0.709729313792137,6.2159501578014,-0.998029940429276,0.327046423912309,0.448754668719718,-5.71071623480083
"109","1555745_a_at","LYZ","4069","lysozyme",-0.432481333085772,5.85572539478697,-0.174187242261666,0.863006115080719,0.907253614936879,-6.18177598825445
"110","1555756_a_at","CLEC7A","64581","C-type lectin domain containing 7A",1.34720866788924,4.77728989772836,1.30194966732202,0.203833552092515,0.314703531299249,-5.38010742267566
"111","1555764_s_at","TIMM10","26519","translocase of inner mitochondrial membrane 10",0.847665554353178,8.52932407477852,1.22729197906755,0.230211770038934,0.345694601987611,-5.46858906067732
"112","1555773_at","BPIFC","254240","BPI fold containing family C",-1.90528773490652,7.89334062254134,-1.94154007597222,0.0625997483238398,0.129939559895246,-4.44590572845483
"113","1555778_a_at","POSTN","10631","periostin",-1.69128968521659,9.26542972113715,-2.41288428681988,0.0228207841275133,0.0666671798856553,-3.58385667285827
"114","1555793_a_at","ZFP82","284406","ZFP82 zinc finger protein",-0.338278025259942,5.04309069845924,-0.68631795830411,0.498312096007374,0.611553822934597,-5.96469671044772
"115","1555815_a_at","L3MBTL2","83746","L3MBTL histone methyl-lysine binding protein 2",-0.113021006427892,5.50606599585514,-0.196493734921367,0.845682031773613,0.894447508548145,-6.17766946508472
"116","1555842_at","CYTH2","9266","cytohesin 2",0.726511071180995,5.16231129945342,1.20149308916839,0.23990002792121,0.356738131142272,-5.49808453584997
"117","1555852_at","PSMB8-AS1","100507463","PSMB8 antisense RNA 1 (head to head)",1.07037621877992,6.57630591136529,1.37335865838647,0.180837410598598,0.287108561239952,-5.29119912684279
"118","1555858_at","THUMPD3-AS1","440944","THUMPD3 antisense RNA 1",-1.00689861284174,5.76745067868762,-1.88133374602988,0.0706522473512329,0.141810559347242,-4.54628101528301
"119","1555882_at","SPIN3","169981","spindlin family member 3",-1.56564873440762,4.67181605515268,-3.1078549799866,0.00437575852922148,0.0256345249958109,-2.1133749392001
"120","1555907_at","AGAP2-AS1","100130776","AGAP2 antisense RNA 1",0.19295481973925,5.75638950908312,0.287804270782686,0.77567442137973,0.84067507121602,-6.1557292055082
"121","1555910_at","PTCD2","79810","pentatricopeptide repeat domain 2",-1.21558616288924,5.38843746138863,-2.53365281031705,0.0173428030567984,0.0562553688864893,-3.34346069307356
"122","1555989_at","DAAM1","23002","dishevelled associated activator of morphogenesis 1",-1.89499812693088,7.84001361907058,-1.22660933234566,0.230464286807179,0.345777502246582,-5.46937671867479
"123","1556049_at","RTN4","57142","reticulon 4",-1.07226129033622,7.25356847743353,-1.60906677010726,0.119128881990842,0.210837221319932,-4.96919890259308
"124","1556067_a_at","KDM6B","23135","lysine demethylase 6B",-0.300217855328033,5.7375123968832,-0.386740919023545,0.701952091081063,0.783328837923204,-6.12268774847042
"125","1556069_s_at","HIF3A","64344","hypoxia inducible factor 3 subunit alpha",-1.55257767980546,5.17637476465276,-2.0755967904234,0.0474935393165148,0.107800243611854,-4.21406314928786
"126","1556173_a_at","LOC105374809","105374809","uncharacterized LOC105374809",0.760953036380305,4.3711714065377,1.15774596252402,0.257016236156837,0.376201362500025,-5.54681455016961
"127","1556194_a_at","HSPA4L","22824","heat shock protein family A (Hsp70) member 4 like",-1.53623036505569,6.02088018839949,-2.30200275086971,0.0292039519294629,0.0786884260321638,-3.79800341147453
"128","1556202_at","SRGAP2","23380","SLIT-ROBO Rho GTPase activating protein 2",-2.04191126777619,6.052180562191,-2.44643644745192,0.021157822496761,0.0638277850919034,-3.51779764310564
"129","1556209_at","CLEC2B","9976","C-type lectin domain family 2 member B",-0.454343152562127,6.55073945356475,-0.576540914338129,0.568982490689545,0.673696639210813,-6.03259597363127
"130","1556300_s_at","SIM1","6492","SIM bHLH transcription factor 1",-1.79525765797109,4.17095170411637,-2.24714512865795,0.0329278830836112,0.0852262084116204,-3.90150119761398
"131","1556364_at","ADAMTS9-AS2","100507098","ADAMTS9 antisense RNA 2",-3.1802381307064,6.05649970909242,-3.07587328446117,0.00473744018587758,0.0267458719876687,-2.18515578539582
"132","1556373_a_at","FAM185A","222234","family with sequence similarity 185 member A",-0.621500203850998,7.78748564215636,-0.90731939325286,0.372193077145288,0.494209545392713,-5.79377719073021
"133","1556410_a_at","KRTAP19-1","337882","keratin associated protein 19-1",1.46050956272372,3.53275535455713,1.10800958773167,0.277543284414535,0.397255484275516,-5.60023065561715
"134","1556427_s_at","LRRN4CL","221091","LRRN4 C-terminal like",-0.875542150744955,8.01782146607825,-1.23157425396356,0.228632457001104,0.34387835692257,-5.46363914354729
"135","1556821_x_at","DLEU2","8847","deleted in lymphocytic leukemia 2",-0.159584688195156,7.16742288941895,-0.233265793738881,0.817298632577781,0.871554820871528,-6.16982457604282
"136","1556919_at","LEPR","3953","leptin receptor",-0.95409295071404,4.63921630520971,-1.60039265310308,0.121044260795625,0.213328878914442,-4.98179934630182
"137","1557065_at","YLPM1","56252","YLP motif containing 1",-0.842301740562356,6.17148920911688,-1.21072607776709,0.236398445729087,0.352596931981911,-5.48759291214092
"138","1557080_s_at","ITGBL1","9358","integrin subunit beta like 1",-3.93856458883567,6.58867476044685,-2.93371509123377,0.00671925215809872,0.0319510629483989,-2.499989403305
"139","1557137_at","TMEM17","200728","transmembrane protein 17",-1.53229263172829,6.03045892250044,-2.71634000299543,0.0113266648326682,0.0432547573155629,-2.96671806421217
"140","1557147_a_at","LOC101928837","101928837","uncharacterized LOC101928837",-0.594517690371484,4.87675086641591,-1.10056944901635,0.280712729435673,0.400881938639166,-5.60803801263242
"141","1557166_at","PDCD4","27250","programmed cell death 4",-3.06074802219679,3.73659106562772,-4.74646977563072,5.89765349532777e-05,0.00572072389046794,1.84719971283473
"142","1557167_at","HCG11","493812","HLA complex group 11",-1.85415651799309,3.55205049133967,-3.403489111952,0.00207445090865732,0.0173812797064244,-1.43517710057555
"143","1557174_a_at","IRAK1BP1","134728","interleukin 1 receptor associated kinase 1 binding protein 1",-1.40501173770889,3.78497637508879,-2.64569578640029,0.0133747901277144,0.0477779330058014,-3.1141861442999
"144","1557239_at","BBX","56987","BBX high mobility group box domain containing",-0.722213258226459,3.89567283782347,-1.37914153068224,0.179067784048617,0.285016693828092,-5.28381884201204
"145","1557293_at","MIR570HG","440993","MIR570 host gene",0.0268861216761547,6.92191685900406,0.0279747759257247,0.977886169248178,0.984522522492576,-6.19646660871945
"146","1557360_at","LRPPRC","10128","leucine rich pentatricopeptide repeat containing",0.801990533204142,8.06678803458739,1.30167615280337,0.203925771357732,0.314726851822605,-5.3804399835384
"147","1557411_s_at","SLC25A43","203427","solute carrier family 25 member 43",-0.825705895316064,6.60693434273186,-1.4384421405562,0.161697188138065,0.265063573925382,-5.20660080548226
"148","1557418_at","ACSL4","2182","acyl-CoA synthetase long chain family member 4",2.06795731362292,5.27721698511223,2.89902933905179,0.00731062839673548,0.0336448993003045,-2.57570352772392
"149","1557553_at","PPP1R12B","4660","protein phosphatase 1 regulatory subunit 12B",-0.977542530580697,6.65678967180288,-1.24446587734089,0.223927176670009,0.338778847967465,-5.4486450682411
"150","1557570_a_at","LINC01305","285084","long intergenic non-protein coding RNA 1305",-2.39223342583977,5.57894639128817,-2.62756987640321,0.0139534165655047,0.048974902609695,-3.15166795571153
"151","1557948_at","PHLDB3","653583","pleckstrin homology like domain family B member 3",-0.0731367387303212,6.48219649652278,-0.100694357401322,0.920530406532555,0.949520525674889,-6.19181450531747
"152","1558014_s_at","FAR1","84188","fatty acyl-CoA reductase 1",-1.68805639944807,4.02058285220702,-3.50255290414958,0.00160831228449616,0.0154085950226361,-1.20266387976614
"153","1558028_x_at","NORAD","647979","non-coding RNA activated by DNA damage",-2.34693578307741,6.91416214964843,-3.35865687454284,0.00232612250106924,0.0185354848268456,-1.53959886301844
"154","1558117_s_at","USP31","57478","ubiquitin specific peptidase 31",0.214055196787904,5.97400126495239,0.256940991948464,0.799154728161274,0.860208375767278,-6.16406634092609
"155","1558215_s_at","UBTF","7343","upstream binding transcription factor",-0.432838203636751,6.28062981217876,-0.5810929146771,0.565954201566254,0.671349867672419,-6.03000857644554
"156","1558254_s_at","SRPK2","6733","SRSF protein kinase 2",-1.55307649694134,6.21242202080206,-2.85857461383572,0.00806257283612217,0.0358917006398361,-2.66343492218996
"157","1558281_a_at","TMEM184A","202915","transmembrane protein 184A",0.912921445431243,4.97041309121405,1.71813769359054,0.0971173580418051,0.180960455841472,-4.80605879226045
"158","1558397_at","PECAM1","5175","platelet and endothelial cell adhesion molecule 1",-1.34514855942217,5.42183168569948,-2.21389325595776,0.0353889768006283,0.0886309795607204,-3.9634190231126
"159","1558426_x_at","ORAI2","80228","ORAI calcium release-activated calcium modulator 2",1.26143377007172,7.94703073898041,3.11389632569003,0.00431046884522317,0.025310832194768,-2.09977801926772
"160","1558430_at","PDXDC1","23042","pyridoxal dependent decarboxylase domain containing 1",-0.355845878621887,4.34564200527705,-0.341836521869988,0.735096548548436,0.808153035225992,-6.13887504985549
"161","1558438_a_at","IGH","3492","immunoglobulin heavy locus",0.79165527405659,5.74719299693798,0.930327372318671,0.360371737753559,0.482664642917937,-5.77340892991875
"162","1558515_at","FTX","100302692","FTX transcript, XIST regulator",1.10638629813397,6.53720575942094,1.55775430755425,0.130832382497213,0.225831780661573,-5.04292159868109
"163","1558604_a_at","SSBP2","23635","single stranded DNA binding protein 2",-1.59418158212915,4.74932165226566,-3.34701433807224,0.00239615876842604,0.0189142798559327,-1.5666303964625
"164","1558620_at","ZNF621","285268","zinc finger protein 621",-0.946161861076344,6.10741197957512,-1.89082564715185,0.0693259672450259,0.139704426202122,-4.53061471720713
